tconst,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,tmdb_id,popularity,original_language,release_date,tmdb_vote_average,tmdb_vote_count,tmdb_genres
tt16687482,Aparajita,2021.0,,"Action,Thriller",9.2,24.0,,,,,,,
tt0497365,True North,2006.0,96.0,"Drama,Thriller",6.8,1171.0,8557.0,0.8236,en,2007-09-14,6.4,14.0,Drama
tt5132230,The IF Project,2016.0,90.0,Documentary,7.8,24.0,396087.0,0.0143,en,2016-05-21,7.0,3.0,
tt27689179,Go Against the Flow,2024.0,97.0,"Biography,Drama,Music",5.3,203.0,1207442.0,0.5987,pl,2024-09-27,5.6,5.0,"Drama,History,Music"
tt0362507,Departure,1973.0,85.0,Drama,,,417885.0,0.1369,ko,1973-12-15,0.0,0.0,
tt4174184,un repli,2014.0,82.0,Comedy,,,,,,,,,
tt0072352,Uttarayanam,1974.0,118.0,Drama,6.9,58.0,272017.0,0.18,ml,1975-04-11,5.0,4.0,Drama
tt30271768,"The CULT of WOKE: A Documentary | ft. Nerdrotic, the Critical Drinker, Geeks + Gamers",2023.0,60.0,Documentary,3.8,30.0,,,,,,,
tt9881980,"Liliana Bodoc, la Madre de Los Confines",2012.0,,Documentary,,,740539.0,0.0352,es,,0.0,0.0,
tt10369252,Are You Happy Now,2021.0,,"Comedy,Romance",4.3,56.0,737611.0,0.3157,en,2021-12-07,4.0,1.0,"Romance,Comedy"
tt10349958,Unmasking Jihadi John: Anatomy of a Terrorist,2019.0,90.0,Documentary,7.0,502.0,619801.0,0.4529,en,2019-07-31,6.7,10.0,Documentary
tt1838600,Mokoomba,2011.0,52.0,Documentary,,,,,,,,,
tt0094647,L'amor és estrany,1988.0,90.0,"Drama,Romance,Thriller",5.2,9.0,1381526.0,0.1627,ca,1988-07-04,1.0,1.0,Drama
tt13561658,Banglar Commando,1995.0,,"Action,Drama,Romance",6.9,10.0,,,,,,,
tt0195192,Provincia violenta,1978.0,79.0,"Action,Crime,Thriller",4.5,175.0,153035.0,0.2638,it,1978-01-06,4.2,12.0,"Action,Crime"
tt0377438,Bagwis,1990.0,,"Action,Fantasy",7.4,26.0,857707.0,0.277,tl,1990-07-04,0.0,0.0,"Drama,Fantasy"
tt3839116,The Deadly Link,2015.0,,Documentary,,,,,,,,,
tt0121337,Witch,1992.0,90.0,"Comedy,Horror",5.5,19.0,106714.0,1.1309,zh,1992-12-31,0.0,0.0,"Comedy,Horror"
tt11995490,Reversal of Fortune: The Unraveling of Turkey's Democracy,2020.0,76.0,Documentary,,,,,,,,,
tt0109751,Under the Domim Tree,1995.0,102.0,Drama,7.0,239.0,117730.0,0.3644,he,1994-01-01,6.3,7.0,Drama
tt27548113,Los restos del pasar,2023.0,85.0,Drama,6.8,36.0,1146313.0,0.3849,es,2023-11-29,0.0,0.0,Drama
tt1537194,Bad Service,2005.0,90.0,Comedy,,,,,,,,,
tt0888507,Last Minute Marocco,2007.0,88.0,Comedy,5.0,301.0,99721.0,0.376,it,2007-04-13,5.0,39.0,Comedy
tt0201355,From the Czech Mills,1929.0,,Comedy,,,768770.0,0.1295,cs,1929-07-05,0.0,0.0,Comedy
tt20565728,"Uomo, uomo, uomo",1979.0,114.0,Documentary,,,,,,,,,
tt34727612,Rio de Sangue,2026.0,,Action,,,1352384.0,0.3773,pt,2026-04-16,0.0,0.0,Drama
tt0251991,Serenata en noche de luna,1967.0,87.0,"Comedy,Musical,Romance",6.1,20.0,384497.0,0.1994,es,1967-02-25,5.0,4.0,Comedy
tt14330578,Queer Diaries,2021.0,65.0,Documentary,,,764420.0,0.3158,es,2020-10-29,1.0,1.0,Documentary
tt9807914,Mosaïque,2010.0,,Fantasy,,,,,,,,,
tt11710070,Riki the Rhino,2020.0,92.0,"Adventure,Animation,Comedy",5.6,89.0,666875.0,0.5248,id,2020-02-27,3.0,2.0,"Animation,Adventure"
tt10081104,Gidarh Singhi,2019.0,120.0,Comedy,5.8,70.0,652464.0,0.2274,pa,2019-11-29,0.0,0.0,Comedy
tt0166302,Virginity,1937.0,83.0,Drama,6.8,130.0,264493.0,0.3389,cs,1937-11-04,5.3,7.0,Drama
tt0196987,Swagatam,1998.0,50.0,Documentary,,,492279.0,0.0261,pt,1998-01-01,0.0,0.0,Documentary
tt0046112,Men at a Dangerous Age,1954.0,85.0,Comedy,6.2,21.0,321123.0,0.1924,de,1954-03-02,0.0,0.0,Comedy
tt3698176,Meidericher Vizemeister,2014.0,,"Documentary,History,Sport",,,,,,,,,
tt33075453,Rikhuli,2024.0,136.0,Drama,8.0,8.0,,,,,,,
tt0179952,Lucignolo,1999.0,90.0,Comedy,5.4,527.0,82482.0,0.9209,it,1999-03-05,5.3,71.0,Comedy
tt1331096,L'estate d'inverno,2008.0,70.0,Drama,5.7,49.0,56936.0,0.3701,it,2008-01-01,7.0,2.0,
tt6447520,Magic Wonderland,2014.0,90.0,Animation,7.5,45.0,331428.0,0.3488,zh,2014-06-01,8.5,2.0,Animation
tt5088760,Risk,2009.0,,Action,6.9,13.0,966480.0,0.3569,bn,2009-09-03,0.0,0.0,"Action,Romance"
tt30228926,Pour l'amour d'une femme,2018.0,114.0,Romance,,,,,,,,,
tt0136157,Middle-Wall Lovers,1967.0,110.0,"Crime,Drama,Romance",4.2,13.0,1338574.0,0.2727,el,1967-01-01,2.0,1.0,"Crime,Drama,Romance"
tt2049541,Sutro's: The Palace at Lands End,2011.0,84.0,Documentary,7.6,13.0,1644673.0,0.0586,en,,0.0,0.0,
tt27991678,Waiting for Demon,1987.0,,"Action,Thriller",,,,,,,,,
tt3714236,Gnijacy Chlopiec,2015.0,,Drama,,,,,,,,,
tt0178762,Molly Entangled,1917.0,50.0,Drama,,,,,,,,,
tt23810084,Na vydokhe,2022.0,102.0,Drama,5.7,39.0,875521.0,0.3012,ru,2022-02-27,0.0,0.0,Drama
tt1258168,Un soir au club,2009.0,88.0,"Drama,Music",6.3,35.0,169882.0,0.2367,fr,2009-11-18,0.0,0.0,"Drama,Music"
tt3920616,Pyasi Tasveer,2002.0,,Thriller,,,,,,,,,
tt11021690,È la mia vita,2019.0,140.0,Documentary,,,,,,,,,
tt6453776,Reel Killz,2018.0,80.0,"Horror,Mystery",3.2,81.0,791615.0,0.0143,en,2018-08-15,0.0,0.0,Horror
tt0154748,Krishnakanter Will,1932.0,,Drama,5.6,7.0,1376769.0,0.1193,bn,1932-09-27,0.0,0.0,"Drama,Family"
tt2725212,Karel Kryl - Kdo jsem,1993.0,,Documentary,8.2,7.0,650937.0,0.1409,sk,2023-03-03,0.0,0.0,"Music,Documentary"
tt10794866,Memoirs of a Fighter,2021.0,,Drama,,,999634.0,0.4037,en,2022-07-14,2.0,1.0,Drama
tt0117284,Palookaville,1995.0,92.0,"Comedy,Crime",6.5,2680.0,37616.0,1.1463,en,1995-09-07,5.8,41.0,"Comedy,Crime"
tt0794176,Sashobao dgiuri,1992.0,48.0,Drama,,,,,,,,,
tt3852436,Imprisoned,2015.0,97.0,Drama,6.3,209.0,350550.0,0.2228,es,2015-05-14,5.4,5.0,Drama
tt0051999,El niño de las monjas,1959.0,96.0,Drama,4.0,15.0,205216.0,0.3902,es,1959-11-05,5.0,4.0,Drama
tt39109067,Chal Halla Bol,2024.0,130.0,Drama,,,,,,,,,
tt0310022,Private Property,2005.0,120.0,"Drama,Thriller",4.6,116.0,336198.0,0.3351,es,2005-03-07,0.0,0.0,Horror
tt0357898,Mehndi,1958.0,,"Drama,Family",5.3,12.0,786743.0,0.2952,hi,1958-01-01,0.0,0.0,Drama
tt27405595,Perchance to Dream,2023.0,,Romance,,,,,,,,,
tt6896536,Foxtrot,2017.0,113.0,"Drama,War",7.2,8410.0,444431.0,1.324,he,2017-09-02,6.7,212.0,Drama
tt32284798,Dandelion's Odyssey,2025.0,76.0,"Adventure,Animation,Family",6.3,164.0,999140.0,0.8231,fr,2026-03-11,7.0,2.0,"Animation,Science Fiction"
tt14484824,Patel Ni Patlai Ane Thakor Nee Khandani,2016.0,168.0,Drama,9.0,9.0,,,,,,,
tt10885994,Shakira in Concert: El Dorado World Tour,2019.0,122.0,"Documentary,Music",7.8,316.0,618548.0,0.3617,en,2019-11-08,8.4,84.0,Music
tt2401804,The Vindication of Ronald Clay,2012.0,90.0,"Action,Comedy,Drama",,,,,,,,,
tt0425475,"Soraida, une femme de Palestine",2004.0,120.0,Documentary,8.0,27.0,518856.0,0.2836,ar,2004-07-04,0.0,0.0,Documentary
tt0214784,Zone of Danger,1961.0,56.0,Drama,,,269108.0,0.141,no,1961-05-03,0.0,0.0,Drama
tt8200552,Wo tanzen wir morgen?,2013.0,88.0,Documentary,,,,,,,,,
tt10244754,Lillian,2019.0,130.0,"Adventure,Drama",6.8,949.0,597095.0,0.2009,de,2019-12-05,6.2,27.0,Drama
tt1049412,The Singularity Is Near,2010.0,79.0,"Documentary,Drama,Sci-Fi",6.4,336.0,135303.0,0.5313,en,2010-08-26,6.3,7.0,Documentary
tt0068576,Fear Is the Key,1972.0,103.0,"Action,Crime,Drama",6.3,2595.0,25266.0,1.4307,en,1972-12-26,5.8,48.0,"Action,Thriller"
tt1489877,1 a Minute,2010.0,90.0,Drama,6.3,250.0,45034.0,0.1809,en,2010-10-06,3.0,3.0,Documentary
tt0113819,Mighty Aphrodite,1995.0,95.0,"Comedy,Fantasy,Romance",7.0,44918.0,11448.0,2.017,en,1995-09-13,6.7,735.0,"Comedy,Romance"
tt6820208,The Elephant Speaks,2017.0,,Drama,,,,,,,,,
tt3899262,Cyborg X,2016.0,90.0,"Action,Horror,Sci-Fi",3.5,1994.0,397873.0,1.5988,en,2016-05-17,5.2,76.0,"Horror,Science Fiction,Action"
tt0042332,Cinderella,1950.0,74.0,"Animation,Family,Fantasy",7.3,186487.0,11224.0,8.0467,en,1950-02-22,7.0,7085.0,"Family,Fantasy,Animation,Romance"
tt5587488,Sabtu Bersama Bapak,2016.0,100.0,Drama,7.3,457.0,404772.0,0.3178,id,2016-07-05,7.5,8.0,Drama
tt11761422,Shirôgaragumî,1929.0,,Drama,,,,,,,,,
tt0277774,Kakkakuyil,2001.0,140.0,"Comedy,Romance",6.6,865.0,280206.0,0.7306,ml,2001-04-14,7.1,14.0,"Crime,Comedy"
tt27909892,Jaynelle: It's Never Easy to Escape the Past,2001.0,48.0,Documentary,,,,,,,,,
tt0308387,Intimidator,1964.0,,Action,,,,,,,,,
tt6848934,Tripoli Cancelled,2017.0,88.0,Drama,6.1,41.0,452179.0,0.1358,en,2017-04-08,6.4,5.0,Drama
tt7197704,Ada nasake,1933.0,,Drama,,,,,,,,,
tt0164344,The Angry Hero,1973.0,90.0,Action,7.5,18.0,416103.0,0.5355,zh,1973-01-01,0.0,0.0,
tt11311824,Hollywood Desperado: America's Latin Prince,2019.0,,Drama,,,,,,,,,
tt12464424,Bachelorette Games,2021.0,,Comedy,,,,,,,,,
tt0445939,The Burrowers,2008.0,96.0,"Drama,Horror,Mystery",5.7,10153.0,15846.0,1.3393,en,2008-09-09,5.9,232.0,"Horror,Western"
tt1305136,Paseo,2009.0,72.0,Drama,4.3,19.0,185707.0,0.0987,es,2009-10-23,5.0,2.0,Drama
tt0078053,Two Female Spies with Flowered Panties,1980.0,96.0,Thriller,4.5,411.0,234121.0,0.8484,es,1980-05-01,5.1,26.0,Thriller
tt0119211,Going to Kansas City,1998.0,97.0,"Drama,Romance,Thriller",5.5,376.0,434306.0,0.5332,en,1998-07-31,5.0,3.0,"Drama,Romance"
tt0305636,Here Will I Nest,1942.0,90.0,"Biography,Drama,Romance",,,1460061.0,0.093,en,1942-03-31,0.0,0.0,"Drama,Romance"
tt37986580,Love from Germany,2025.0,,Drama,,,,,,,,,
tt4026340,Saving Papua by Not Cycling There,2014.0,85.0,"Adventure,Comedy,Documentary",5.6,16.0,,,,,,,
tt2102393,Our Language,1993.0,110.0,Crime,,,,,,,,,
tt0467167,Beneath,2006.0,82.0,"Horror,Mystery,Thriller",5.3,4649.0,21623.0,1.4578,en,2007-08-07,5.4,122.0,"Horror,Mystery,Thriller"
tt31863474,The Sky Above Zenica,2024.0,90.0,Documentary,6.9,167.0,1245379.0,0.1537,bs,2024-03-13,8.0,2.0,Documentary
tt2282749,Dangerous Journey,1944.0,73.0,"Adventure,Documentary",,,719872.0,0.1353,en,1944-09-30,10.0,1.0,Documentary
tt0006318,Het wrak van de Noorzee,1915.0,60.0,Drama,5.4,28.0,401708.0,0.0214,nl,1915-11-05,5.0,1.0,Drama
tt10270492,Kappa Rokujushi,1953.0,89.0,Drama,,,,,,,,,
tt2336346,Sathkulu Pawwa,1981.0,,Drama,,,,,,,,,
tt35503343,Where the Sky Touches Earth,2024.0,72.0,Drama,,,,,,,,,
tt2441172,Beyond 9/11: Portraits of Resilience,2011.0,,Documentary,7.8,16.0,128604.0,0.0214,en,2011-09-11,0.0,0.0,Documentary
tt0006770,The Heart of Nora Flynn,1916.0,50.0,Drama,6.0,25.0,296785.0,0.3638,en,1916-04-22,0.0,0.0,Drama
tt6886920,The Bringer of Light,2013.0,63.0,"Horror,Sci-Fi",,,,,,,,,
tt35921340,Blinder Fleck,2025.0,80.0,Documentary,,,,,,,,,
tt0371561,Bandhipotu Mutha,1978.0,,Musical,,,,,,,,,
tt2039318,Bir Yabanci,1991.0,75.0,"Adventure,Drama,Romance",,,,,,,,,
tt13936044,Isolation Theory,2021.0,,Drama,,,,,,,,,
tt0430109,Freedom,2004.0,133.0,"Action,Drama",3.7,20.0,1238696.0,0.2034,ml,2004-02-13,0.0,0.0,
tt0179759,The Boy Mita,1951.0,108.0,"Drama,War",4.9,25.0,317681.0,0.3014,sh,1951-01-12,5.5,4.0,"War,Drama"
tt4076916,The Unraveling,2015.0,85.0,"Drama,Horror,Thriller",4.9,415.0,408221.0,0.3574,en,2015-04-11,5.5,10.0,"Thriller,Crime,Drama,Horror"
tt32434694,Mourir or not mourir,2024.0,80.0,Comedy,6.3,33.0,1021868.0,0.1578,fr,2024-10-07,6.0,5.0,"Comedy,Horror,Action"
tt0068572,Dangerous Kisses,1972.0,82.0,"Drama,Romance",4.9,25.0,379343.0,0.3583,da,1972-10-07,7.0,2.0,Drama
tt0986244,Naalu Pennungal,2007.0,105.0,Drama,6.5,195.0,152198.0,0.3233,ml,2007-11-02,5.8,4.0,Drama
tt0007610,'49-'17,1917.0,61.0,"Drama,Western",5.8,385.0,344339.0,0.2333,en,1917-10-15,5.8,14.0,Western
tt15197098,Chven gizhebi vart,2014.0,,Comedy,,,,,,,,,
tt0380761,Let Him Rest in Peace,1985.0,103.0,"Crime,Drama",6.7,78.0,226860.0,1.4539,ja,1985-06-14,8.0,2.0,"Crime,Drama"
tt2805346,The White Mare,2013.0,117.0,Drama,,,,,,,,,
tt1564346,13 Families,2009.0,82.0,"Documentary,News",7.5,62.0,325466.0,0.0843,en,2015-02-14,6.0,1.0,Documentary
tt2339535,Losers in Love,2011.0,53.0,"Action,Comedy,Romance",,,,,,,,,
tt33007812,Ben ve Babam - Vatan,2024.0,145.0,Drama,5.1,116.0,1318765.0,0.2538,tr,2024-07-15,0.0,0.0,"TV Movie,Drama,Family,Crime"
tt6553420,Zensur - die organisierte Manipulation der Wikipedia und anderer Medien,2017.0,134.0,Documentary,6.6,20.0,445659.0,0.1162,de,2017-03-07,10.0,2.0,Documentary
tt16260090,Katalik,1987.0,,Drama,,,,,,,,,
tt0070287,The Last American Hero,1973.0,95.0,"Drama,Sport",6.4,2503.0,31605.0,1.162,en,1973-07-27,5.7,39.0,Drama
tt0110438,Main Khiladi Tu Anari,1994.0,175.0,"Action,Comedy,Drama",6.5,6946.0,46403.0,0.6041,hi,1994-09-23,6.023,43.0,"Action,Comedy"
tt37740137,Les Chasseresses,2026.0,78.0,Documentary,,,1522383.0,0.0411,fr,2026-01-22,0.0,0.0,Documentary
tt16116606,El Brujo,2022.0,90.0,Comedy,7.9,60.0,1093289.0,0.0975,es,2022-12-01,2.0,1.0,
tt9096062,Gozen reiji,1953.0,90.0,Drama,,,,,,,,,
tt0267742,Megha,1996.0,,Romance,3.7,78.0,306428.0,0.0071,en,1996-03-29,9.0,1.0,
tt6769168,What Goes Up,2018.0,,Drama,,,1341888.0,0.0,en,,0.0,0.0,Drama
tt3621336,Self Medicated a Film About Art,2014.0,98.0,Documentary,7.8,35.0,432420.0,0.0527,en,2014-03-16,0.0,0.0,Documentary
tt1175244,Reimei no ezochi,1940.0,,Drama,,,,,,,,,
tt0113026,The Fantasticks,2000.0,86.0,"Musical,Romance",5.7,1490.0,62127.0,0.6803,en,2000-09-22,5.4,27.0,"Comedy,Music,Romance"
tt2040465,Pink Squirrels,2011.0,82.0,Comedy,5.3,9.0,,,,,,,
tt1532544,The Sculptor of Dying Birds,1984.0,,Documentary,,,,,,,,,
tt4600888,Les favoris,2016.0,,Comedy,,,,,,,,,
tt1540760,BigTime,2010.0,77.0,"Biography,Documentary,Drama",,,,,,,,,
tt2748972,Anyay Hi Anyay,1997.0,,"Action,Crime,Drama",,,,,,,,,
tt0234284,Mulla ei ole mitään,1992.0,56.0,"Documentary,Music",3.2,10.0,,,,,,,
tt37064466,Tears of the Night,2025.0,90.0,Drama,,,1493000.0,0.0214,en,2025-08-01,0.0,0.0,Drama
tt0142759,The People vs. Zsa Zsa Gabor,1991.0,60.0,Documentary,8.1,18.0,1363510.0,0.2781,en,1991-01-01,0.0,0.0,Documentary
tt37845599,Harvest,2005.0,60.0,Drama,,,,,,,,,
tt0317091,Aranmanai Kili,1993.0,,Drama,7.1,38.0,281361.0,0.3256,ta,1993-04-16,7.0,1.0,
tt7159178,Umi o wataru hatoba no kaze,1960.0,78.0,"Action,Crime",,,540615.0,0.9793,ja,1960-05-28,0.0,0.0,Crime
tt1885409,The President Goes to Heaven,2011.0,85.0,Drama,3.9,36.0,,,,,,,
tt2262010,NATO's Secret Armies,2010.0,52.0,Documentary,7.1,16.0,,,,,,,
tt3522402,Pingla Bharthri,1990.0,,Drama,,,,,,,,,
tt2325977,Strangerland,2015.0,112.0,"Drama,Mystery,Thriller",5.2,10539.0,245846.0,1.0135,en,2015-07-01,5.276,277.0,"Drama,Thriller,Mystery"
tt25392580,Fêng dié,1996.0,,Thriller,,,1094650.0,0.6977,zh,1996-01-01,0.0,0.0,"Drama,Mystery,Romance,Thriller"
tt14068922,Reset,2021.0,68.0,Documentary,,,,,,,,,
tt2719660,In Your Arms,2015.0,88.0,Drama,6.5,293.0,322664.0,0.448,da,2015-01-25,5.9,9.0,Drama
tt1353029,Inthierryview,2008.0,105.0,Documentary,7.2,22.0,442286.0,0.4571,de,2008-11-28,0.0,0.0,Documentary
tt15224494,Príncipe da Pérsia,2013.0,,Documentary,,,,,,,,,
tt16252896,Bahad,2019.0,,Action,,,1022222.0,0.0286,tl,2021-02-05,0.0,0.0,Action
tt32827945,Logan & Jake Paul: Internet Takeover,2024.0,55.0,Documentary,,,,,,,,,
tt0311970,Vanessa,1972.0,85.0,Drama,4.7,33.0,375016.0,0.7208,es,1972-11-23,3.7,6.0,Drama
tt2618368,Gloria,2014.0,126.0,"Biography,Drama,Music",6.7,2173.0,264401.0,0.6243,es,2014-10-20,7.4,128.0,"Music,Drama"
tt14538938,Rufescent,2020.0,98.0,Action,,,,,,,,,
tt0357945,Nammal,2002.0,145.0,"Comedy,Drama,Romance",6.6,348.0,354934.0,0.2326,ml,2002-12-20,5.8,6.0,"Drama,Romance"
tt30831455,The Dead End,1998.0,85.0,"Action,Drama",6.6,5.0,,,,,,,
tt13805874,Landliebe,1993.0,,Documentary,,,,,,,,,
tt38274690,Freedom Renegade,2025.0,49.0,"Fantasy,Music",,,,,,,,,
tt9894554,White Magic,2003.0,51.0,Documentary,,,1227589.0,0.0,en,2003-01-01,5.0,1.0,Documentary
tt27721079,Voy! Voy! Voy!,2023.0,100.0,"Comedy,Drama,Sport",7.5,3157.0,1125454.0,0.5138,ar,2023-09-13,7.0,20.0,Comedy
tt32592704,The Mountain Within Me,2024.0,89.0,Documentary,6.7,188.0,1294134.0,0.5363,en,2024-08-23,7.0,9.0,Documentary
tt0071231,Blazing Stewardesses,1975.0,95.0,"Comedy,Western",2.7,616.0,29418.0,0.5765,en,1975-06-01,2.9,14.0,"Comedy,Western"
tt9045932,14 Back,2018.0,,"Documentary,Sport",8.5,19.0,,,,,,,
tt0497876,"Big Bang Love, Juvenile A",2006.0,85.0,"Drama,Fantasy",6.7,2170.0,13315.0,1.1866,ja,2006-02-11,6.4,54.0,"Fantasy,Drama"
tt0198631,Land of the Brave,1973.0,82.0,Action,5.7,28.0,161350.0,0.9281,cn,1974-01-01,2.0,2.0,Action
tt37918949,El viento es cambio,2025.0,79.0,Documentary,,,,,,,,,
tt0119994,Red Corner,1997.0,122.0,"Crime,Drama,Thriller",6.3,19685.0,9407.0,2.7125,en,1997-10-30,6.3,398.0,"Crime,Drama,Thriller"
tt0317811,Kasam,2001.0,210.0,"Action,Drama",2.9,156.0,302990.0,0.4366,hi,2001-10-12,3.0,1.0,"Action,Drama"
tt2396350,"Coffee, Kill Boss",2013.0,94.0,"Comedy,Mystery",6.5,77.0,195029.0,0.5425,en,2013-08-30,7.0,2.0,
tt11248094,Tari Muskurahat,2019.0,165.0,Romance,,,,,,,,,
tt0447844,The Assassin,2007.0,111.0,"Crime,Thriller",5.6,37.0,330813.0,0.4739,en,2007-01-14,5.0,2.0,"Thriller,Crime"
tt35065592,Una Famiglia,2024.0,96.0,Documentary,,,,,,,,,
tt0188938,The Big Business,1959.0,70.0,"Comedy,Drama",7.5,26.0,603218.0,0.371,es,1959-11-05,0.0,0.0,Comedy
tt1543843,Slap the Donkey,2009.0,79.0,"Biography,Documentary,History",,,,,,,,,
tt0100832,Ubiytsa,1991.0,93.0,"Crime,Drama",5.2,23.0,572145.0,0.2541,ru,1990-01-01,8.0,1.0,"Drama,Crime"
tt0244862,Trumpet #7,1991.0,89.0,Drama,8.8,17.0,392174.0,0.0168,en,1991-04-09,0.0,0.0,Drama
tt2912710,Entha Andanga Unnave,2013.0,,Comedy,4.7,8.0,,,,,,,
tt16911974,The Locust,2022.0,79.0,"Comedy,Drama",5.7,40.0,933964.0,0.1113,fa,2022-03-12,0.0,0.0,"Comedy,Drama"
tt15831144,"Necessity: Oil, Water & Climate Resistance",2020.0,,Documentary,,,1121756.0,0.0071,en,2019-09-19,0.0,0.0,Documentary
tt0062467,Wait Until Dark,1967.0,108.0,Thriller,7.7,36360.0,11206.0,1.8566,en,1967-10-26,7.335,590.0,"Thriller,Horror"
tt6638798,Cesky Allah,2017.0,91.0,Documentary,,,604665.0,0.0758,cs,2018-01-12,6.0,1.0,Documentary
tt13333364,Pool,2023.0,,Comedy,,,,,,,,,
tt14756390,Alcatraz Breakout,1975.0,56.0,"Action,Drama",5.7,19.0,860570.0,0.072,en,1978-01-01,4.5,2.0,"Drama,Thriller"
tt0466727,"Chontla, Veracruz (3a. parte)",1999.0,45.0,Documentary,,,,,,,,,
tt0251674,Dos almas en el mundo,1949.0,90.0,"Crime,Drama",,,317036.0,0.2298,es,1949-07-13,5.0,2.0,
tt1204372,Kagayaku kadode,1933.0,,Drama,,,,,,,,,
tt2198167,Seytanin Kölesi,1980.0,73.0,"Comedy,Romance",4.3,56.0,706051.0,0.8085,tr,1980-02-01,1.0,2.0,"Comedy,Romance"
tt0292894,Affliction,1996.0,45.0,Documentary,6.7,102.0,261715.0,0.1576,en,1996-01-01,4.5,9.0,Documentary
tt27675645,Girls,2009.0,85.0,Drama,4.8,11.0,,,,,,,
tt12398210,Kmêdeus,2020.0,52.0,Documentary,6.4,47.0,696820.0,0.0416,pt,2020-02-01,2.0,1.0,Documentary
tt34817544,Swadesh Ki Khatir,2016.0,150.0,Drama,,,,,,,,,
tt1091795,Kazarimado no naka no onna,1930.0,,Drama,,,,,,,,,
tt0400395,Döner Ayna,1964.0,104.0,Drama,6.1,19.0,,,,,,,
tt11090650,A Resting Place,2012.0,,Musical,,,,,,,,,
tt14818810,Aging & HIV: A Story of Resiliency,2020.0,,Documentary,,,,,,,,,
tt5185042,The Pro,2015.0,94.0,Drama,6.0,248.0,372504.0,0.4543,af,2015-09-18,6.2,5.0,"Drama,Romance"
tt2234024,Scarlet Samurai: Incarnation,2013.0,89.0,"Action,Adventure,Fantasy",5.1,58.0,326599.0,0.1188,en,2013-10-10,3.8,4.0,"Action,Adventure,Fantasy"
tt1342378,The Girl,2009.0,100.0,"Drama,Family",6.7,1658.0,33091.0,0.9012,sv,2009-02-10,6.3,40.0,"Drama,Family"
tt22503222,First Haunt,2025.0,89.0,"Comedy,Romance",,,1657347.0,0.161,en,2026-03-24,0.0,0.0,"Romance,Comedy"
tt0285735,Misshitsu no hôyô,1967.0,73.0,Crime,,,,,,,,,
tt28470340,Cycling Heartlands: Melbourne,2021.0,,Sport,,,,,,,,,
tt0121177,The Professional Killer,1971.0,94.0,"Action,Adventure,Drama",4.8,36.0,813525.0,0.7529,zh,1971-04-10,4.0,1.0,"Action,Drama"
tt5746856,Amor Cuesta Arriba,2015.0,85.0,Comedy,6.7,18.0,462206.0,0.1677,es,2015-10-30,0.0,0.0,"Romance,Comedy,Drama"
tt33098519,Ocean Warfare of WWII in Colour,2022.0,58.0,Documentary,,,,,,,,,
tt0004188,The Key to Yesterday,1914.0,,Drama,,,1005743.0,0.3033,en,1914-10-12,0.0,0.0,Drama
tt1329331,Convincing Clooney,2011.0,83.0,Comedy,6.6,74.0,268966.0,0.5131,en,2011-01-01,0.0,0.0,
tt0117130,Más allá del jardín,1996.0,90.0,"Comedy,Drama",5.9,295.0,159766.0,0.4398,es,1996-12-20,4.6,9.0,Drama
tt29674465,Dard,2024.0,156.0,"Drama,Thriller",6.5,2122.0,1150425.0,0.6914,bn,2024-11-15,5.5,2.0,"Action,Music"
tt0269543,Metric Measures,1962.0,,Documentary,,,,,,,,,
tt31022050,Our Little Secret,2024.0,101.0,"Comedy,Romance",5.7,26735.0,1234811.0,1.4864,en,2024-11-27,6.243,571.0,"Romance,Comedy,Drama"
tt1296560,Na ge bu duo qing,1959.0,,Comedy,,,,,,,,,
tt12070178,San-nin Musume Kampai!,1962.0,90.0,Drama,,,1187781.0,1.1473,ja,1962-07-18,0.0,0.0,
tt31598123,Requiem for the Nine Heavens,2023.0,,Action,,,,,,,,,
tt0019961,Handcuffed,1929.0,60.0,"Drama,Mystery",,,1659739.0,0.0518,xx,1929-08-08,0.0,0.0,"Drama,Mystery"
tt0053757,Demain à Nanguila,1962.0,50.0,Documentary,,,283051.0,0.0775,en,1960-01-02,0.0,0.0,Documentary
tt1715334,Les champs brûlants,2010.0,72.0,Documentary,,,502608.0,0.2053,it,2010-08-10,0.0,0.0,
tt5711254,Snow and Salome,2017.0,103.0,"Comedy,Drama",8.2,98.0,445754.0,0.206,is,2017-04-07,7.5,2.0,"Romance,Drama"
tt29268110,Smile 2,2024.0,127.0,"Horror,Mystery,Thriller",6.7,138571.0,1100782.0,8.2498,en,2024-10-16,6.593,2051.0,"Horror,Mystery"
tt1576373,Bukan Malin Kundang,2009.0,90.0,Comedy,6.1,30.0,388614.0,0.288,id,2009-12-23,0.0,0.0,"Comedy,Drama"
tt0481390,Kokoda: 39th Battalion,2006.0,92.0,"Action,Drama,War",6.1,3272.0,9774.0,0.8054,en,2006-04-25,6.2,41.0,"Action,History,War"
tt12276232,First Division Liverpool FC versus Derby County,1978.0,90.0,Sport,,,,,,,,,
tt4883702,The Death (and Life) of Carl Naardlinger,2016.0,92.0,Comedy,5.7,31.0,424958.0,0.0143,en,2016-12-31,0.0,0.0,Drama
tt0076478,Nurse Sherri,1977.0,88.0,Horror,3.8,958.0,114542.0,0.3242,en,1978-08-01,4.4,28.0,Horror
tt0391541,Yesterday's Not Tomorrow,2004.0,56.0,Comedy,6.5,15.0,,,,,,,
