tconst,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,tmdb_id,popularity,original_language,release_date,tmdb_vote_average,tmdb_vote_count,tmdb_genres
tt4329420,Babies Behind Bars,2015.0,59.0,"Documentary,Drama,News",7.0,12.0,,,,,,,
tt7802074,Aurora Bonreal,2017.0,,Drama,,,,,,,,,
tt0027066,Swellhead,1935.0,63.0,"Action,Comedy,Drama",,,600888.0,0.7169,en,1935-05-04,0.0,0.0,"Action,Comedy"
tt11203140,Em Busca da Cerveja Perfeita,2019.0,61.0,Documentary,7.3,14.0,616661.0,0.1349,pt,2019-07-18,6.8,2.0,Documentary
tt2866014,In Transit,2014.0,80.0,"Comedy,Drama,Romance",7.1,30.0,,,,,,,
tt1555153,Up the Aisle,2011.0,96.0,Comedy,7.5,12.0,,,,,,,
tt0132398,Outono em Portugal,1975.0,,Documentary,,,,,,,,,
tt2819340,A Plumber for Every Need,2012.0,60.0,"Comedy,Documentary,Drama",,,,,,,,,
tt0259903,Brutos Inocentes,1974.0,95.0,Drama,,,524357.0,0.0779,pt,1974-11-20,0.0,0.0,Drama
tt1579624,Maharajasri Mayagadu,1988.0,,Drama,4.8,19.0,490079.0,0.4096,te,1988-09-09,0.0,0.0,
tt16153002,Before my Heart stops,2021.0,85.0,Action,,,,,,,,,
tt0246235,Sitadevi,1982.0,131.0,"Drama,Family",5.4,23.0,938161.0,0.4421,te,1982-07-30,0.0,1.0,"Family,Drama"
tt2125666,The Queen of Versailles,2012.0,100.0,Documentary,7.1,14059.0,84327.0,0.584,en,2012-07-06,6.9,216.0,Documentary
tt13328814,Snot and Splash,2023.0,88.0,"Adventure,Comedy",5.5,89.0,716869.0,0.4849,fi,2024-01-19,5.9,7.0,"Family,Adventure,Comedy"
tt1519632,Be My Guest,2009.0,80.0,Drama,4.7,130.0,79125.0,0.312,ko,2011-01-20,4.7,3.0,Drama
tt5264964,Nay,2015.0,80.0,Drama,6.7,16.0,539300.0,0.2918,id,2015-11-19,7.0,1.0,Drama
tt0026316,Episode,1935.0,105.0,Comedy,6.8,49.0,238027.0,0.6942,de,1935-10-31,5.0,3.0,Comedy
tt4815016,Stealing Bones,1924.0,,Drama,,,,,,,,,
tt4939928,John Martyn: One World... One John,2012.0,110.0,Music,,,,,,,,,
tt0078232,Moonlight Serenade,1978.0,,Comedy,4.4,7.0,1588707.0,0.0,en,,0.0,0.0,
tt6483258,Adriana's Pact,2017.0,96.0,Documentary,7.5,252.0,441186.0,0.2584,es,2017-10-05,7.4,14.0,"Documentary,History"
tt1597533,Jacksonville,2007.0,55.0,Action,,,,,,,,,
tt9600964,Lukewarm Christian,2019.0,90.0,"Adventure,Comedy",7.5,13.0,,,,,,,
tt0350913,Fanfara e të vegjëlve,1985.0,,Documentary,,,,,,,,,
tt3914338,Khoobsurat Khiladi,2002.0,,Thriller,,,,,,,,,
tt8296608,Dead Souls,2018.0,495.0,"Documentary,History",8.0,443.0,517772.0,0.7163,zh,2018-10-24,7.3,20.0,Documentary
tt0065144,Kill Rommel!,1969.0,99.0,War,4.5,158.0,146446.0,0.2877,it,1969-09-06,5.0,3.0,War
tt39948350,YaoTianBall A Chinese ball game is creating (1),2023.0,,Documentary,,,,,,,,,
tt3739392,In Plain Sight,2014.0,,"Biography,Documentary,Drama",,,294137.0,0.0214,en,2014-10-04,0.0,0.0,Documentary
tt3415404,Naga Pratista,2002.0,,Drama,,,,,,,,,
tt1336017,Veruthe Oru Bharya,2008.0,142.0,"Comedy,Drama,Family",6.2,467.0,300314.0,0.3415,ml,2008-08-11,6.7,10.0,"Comedy,Drama,Family"
tt8416438,Athalu Kodallu,1971.0,,Drama,,,,,,,,,
tt1316575,8 Million Dollars,2007.0,86.0,Thriller,4.3,105.0,227654.0,0.0357,en,2007-01-01,0.0,0.0,
tt1986204,"After Fall, Winter",2011.0,132.0,"Drama,Romance",6.4,1046.0,83738.0,0.4143,en,2012-01-27,5.6,22.0,"Drama,Romance"
tt9299826,Iblis,2022.0,,"Horror,Mystery,Thriller",8.4,12.0,914107.0,0.0143,bn,2023-09-27,0.0,0.0,"Horror,Thriller,Mystery"
tt13244380,Gölgelerin Savasi,2021.0,,Action,,,,,,,,,
tt13876954,Yearning Rose,2019.0,,Romance,2.4,60.0,942349.0,0.0243,fr,,0.0,0.0,
tt0079218,Going Steady,1979.0,100.0,"Comedy,Romance",5.7,1995.0,10581.0,1.3458,he,1979-05-31,6.2,56.0,"Comedy,Romance"
tt1313111,El día en que vienen los muertos. Mazatecos (I),1981.0,69.0,Documentary,,,,,,,,,
tt0278736,Stanley Kubrick: A Life in Pictures,2001.0,142.0,"Biography,Documentary",8.0,12495.0,30416.0,1.2844,en,2001-02-17,7.4,197.0,Documentary
tt11938888,The Best Families,2020.0,99.0,Comedy,6.4,553.0,742777.0,0.2227,es,2020-10-30,5.5,12.0,"Drama,Comedy"
tt12211742,Brummi,2020.0,109.0,Drama,5.7,45.0,698016.0,0.2877,de,2020-03-01,3.3,3.0,"Drama,Romance"
tt0037061,Meet Sexton Blake!,1945.0,80.0,"Drama,Thriller",5.2,117.0,254227.0,0.3839,en,1945-02-05,5.2,2.0,Thriller
tt15673252,Palavra de mulher,1999.0,55.0,Documentary,,,884132.0,0.0478,pt,1999-11-25,0.0,0.0,Documentary
tt31629596,Kidnapped,2024.0,75.0,Drama,,,,,,,,,
tt29389516,Pismo Dedu Morozu,2025.0,90.0,"Comedy,Family,Fantasy",4.3,76.0,1513222.0,1.164,ru,2025-11-27,5.5,2.0,Comedy
tt7873348,Save Yourselves!,2020.0,93.0,"Adventure,Comedy,Sci-Fi",5.8,9296.0,653569.0,0.5195,en,2020-10-02,5.8,213.0,"Comedy,Science Fiction"
tt15832282,Trouble in High Heels,2020.0,,Drama,,,,,,,,,
tt2363113,Good Times: El Salvador's New Wave,2010.0,103.0,Documentary,,,,,,,,,
tt2233979,Welcome to Mercy,2018.0,103.0,"Drama,Horror,Mystery",4.8,1106.0,552950.0,0.4739,en,2018-11-02,5.0,41.0,"Drama,Horror"
tt0898935,We'll Die Together,2005.0,,Drama,5.8,29.0,583013.0,0.6074,ru,2005-05-16,0.0,0.0,"Drama,Thriller"
tt0395130,Den khomyachka,2003.0,97.0,Comedy,5.3,119.0,367043.0,0.4343,ru,2003-12-24,0.0,0.0,Comedy
tt0112907,Drunks,1995.0,90.0,Drama,6.4,1315.0,116844.0,1.3999,en,1997-03-14,2.7,9.0,Drama
tt0236631,Prea cald pentru luna mai,1984.0,89.0,"Drama,Romance",7.1,38.0,634710.0,0.2944,ro,1984-12-14,7.7,3.0,"Drama,Romance"
tt4540724,"Adéu, Barcelona",2016.0,,Drama,,,392301.0,0.1737,ca,2016-05-27,0.0,0.0,"Comedy,Drama,Romance"
tt0170860,Les époux célibataires,1935.0,97.0,"Comedy,Musical",,,539800.0,0.207,fr,1935-07-19,0.0,0.0,Comedy
tt0468278,Yilan Kadin,1970.0,,Drama,,,,,,,,,
tt0023771,Augustas lilla felsteg,1933.0,78.0,Comedy,5.0,123.0,217904.0,0.1417,sv,1933-01-29,3.5,2.0,Comedy
tt16268980,H20: Last November,2021.0,,Sport,,,,,,,,,
tt38990880,Lilith Rising,2024.0,70.0,Horror,2.4,15.0,1366356.0,0.0,en,2024-10-23,4.0,1.0,Horror
tt5532192,Glaubensketten,1916.0,,Drama,,,1044349.0,0.0566,de,1916-03-31,0.0,0.0,
tt0381112,Fearless Hearts: The Story of Raffaele and Cristina,2002.0,55.0,Documentary,,,,,,,,,
tt2141781,Huis op Horings,1963.0,96.0,Comedy,,,1172584.0,0.0544,af,1963-02-04,0.0,0.0,
tt4428254,Vishnu Putra,2004.0,,Drama,,,,,,,,,
tt5112436,La Ama,2015.0,,Thriller,5.0,24.0,925388.0,0.0,es,2015-09-03,0.0,0.0,Thriller
tt5184474,Forsaken Son,2017.0,90.0,Drama,6.3,40.0,511375.0,0.2746,en,2017-08-19,0.0,0.0,"Mystery,Drama,Action,Crime"
tt0121052,Adiós Argentina,1930.0,,"Drama,Musical",5.1,12.0,864495.0,0.1383,es,1930-03-12,0.0,0.0,"Music,Drama"
tt29198884,We Can Be Heroes,2023.0,100.0,Comedy,6.0,382.0,1004255.0,0.6491,fr,2023-11-22,6.1,71.0,Comedy
tt1991030,The Seduction Artists,2013.0,70.0,Documentary,7.1,11.0,426497.0,0.0214,de,2013-04-28,0.0,0.0,Documentary
tt10660366,The Dead of Jaffa,2019.0,96.0,Drama,7.4,35.0,649069.0,0.2968,he,2019-07-29,0.0,0.0,Drama
tt0349439,Feel na feel,1990.0,,"Comedy,Family,Fantasy",7.8,9.0,1001401.0,0.0256,tl,1990-07-08,0.0,0.0,Drama
tt1786640,Rabentage,2009.0,117.0,Comedy,,,583675.0,0.1179,de,2009-01-15,0.0,0.0,Comedy
tt3296724,The Covenant,2013.0,99.0,Musical,7.2,36.0,414751.0,0.0555,en,2013-07-02,2.0,1.0,"Music,Drama,History"
tt39710259,White Trash Debutante Ball (W.T.D.B.),2013.0,,Drama,,,,,,,,,
tt0069199,"Run, Cougar, Run",1972.0,87.0,"Drama,Family,Western",5.7,138.0,290141.0,0.5698,en,1972-10-18,5.8,9.0,"Western,Family,Drama"
tt31497750,Tiger,2024.0,90.0,Documentary,7.8,686.0,1259918.0,1.0104,en,2024-04-21,8.0,14.0,"Documentary,Family"
tt2363219,The Rotterdam Bombing,2012.0,105.0,"Drama,History,War",4.1,1857.0,154972.0,0.6776,nl,2012-12-19,4.9,37.0,"Romance,Drama,War"
tt11850880,Heartlight,2021.0,,Drama,,,,,,,,,
tt2334739,Masters,2012.0,144.0,"Action,Mystery,Thriller",5.8,614.0,151488.0,1.124,ml,2012-03-30,5.3,13.0,"Crime,Thriller"
tt8898298,Urpo & Turpo 2,1997.0,70.0,Family,,,,,,,,,
tt8016262,Bharjari,2017.0,157.0,"Action,Comedy,Romance",5.3,359.0,498407.0,0.5002,kn,2017-09-15,9.0,2.0,"Comedy,Action,Drama,Romance"
tt7464864,Thalatta,2017.0,50.0,Documentary,8.7,24.0,,,,,,,
tt2023692,Simon Beyers,1947.0,105.0,Drama,,,1129423.0,0.0771,af,1947-08-11,0.0,0.0,
tt31510837,Ungir Íslendingar,1987.0,55.0,Documentary,,,,,,,,,
tt39177093,The mansion,2025.0,60.0,"Drama,Fantasy",8.0,11.0,,,,,,,
tt1344024,"Veni, vidi, vici",2009.0,95.0,"Comedy,Drama,Romance",3.1,93.0,136474.0,0.2689,cs,2009-08-06,3.2,5.0,"Comedy,Romance"
tt10354558,Lost Jewel of the Atlantic,2006.0,51.0,Documentary,,,1049809.0,0.0311,en,2006-05-09,0.0,0.0,
tt2995810,The African Cypher,2012.0,88.0,"Action,Comedy,Documentary",7.4,11.0,195391.0,0.0543,en,2012-07-23,0.0,0.0,Documentary
tt1846494,Blood on Blood,2011.0,,Drama,,,,,,,,,
tt7218576,A Different Kind of Boy,2013.0,54.0,"Documentary,Family",3.0,9.0,268133.0,0.3214,da,2014-04-28,0.0,0.0,Documentary
tt5568678,Seven Deadly Roses,1969.0,,Action,,,,,,,,,
tt15027356,Family Guest,2020.0,,"Drama,Family,Romance",,,,,,,,,
tt0069117,Prata Palomares,1972.0,125.0,Thriller,6.3,61.0,256122.0,0.1983,pt,1972-01-01,4.0,7.0,"Thriller,Horror"
tt1029115,Ganga Jamuna Ki Lalkaar,1991.0,,Action,5.6,25.0,,,,,,,
tt0308357,Harmankaya,1948.0,,Drama,,,1529184.0,0.0839,tr,1948-01-01,0.0,0.0,
tt21617828,Prasthanam,2022.0,139.0,Thriller,9.2,48.0,1063123.0,0.0361,or,2022-12-16,0.0,0.0,"Romance,Drama,Thriller"
tt16257782,Rumah Pondok Indah,2006.0,95.0,Horror,5.4,9.0,,,,,,,
tt33089530,Nazo Kowa 16,2019.0,,Horror,,,,,,,,,
tt28067531,Jazz na Kalatowkach,2018.0,55.0,Documentary,,,,,,,,,
tt5111374,Svoimi rukami,1956.0,,Drama,,,1326513.0,0.441,ru,1956-10-12,0.0,0.0,
tt4728454,La toma de Badajoz: entre la verdad y la leyenda,2012.0,,History,,,,,,,,,
tt2463848,Heckle,2013.0,98.0,"Comedy,Drama",5.8,55.0,479050.0,0.2217,en,2013-01-01,4.0,1.0,"Drama,Comedy"
tt0015355,The Speed Spook,1924.0,85.0,Comedy,4.1,39.0,586911.0,0.2081,en,1924-08-30,3.0,1.0,"Comedy,Mystery,Action"
tt0388473,Tokyo Godfathers,2003.0,92.0,"Adventure,Animation,Comedy",7.8,54712.0,13398.0,5.7888,ja,2003-12-05,7.926,1485.0,"Animation,Drama,Comedy"
tt0411083,Ang agila at ang araw,1973.0,,Action,,,512757.0,0.2148,tl,1973-06-17,0.0,0.0,"Action,Crime"
tt31520670,The Great Christmas Snow-In,2025.0,88.0,Romance,4.7,260.0,1474878.0,0.4802,en,2025-11-02,6.3,3.0,"Romance,Comedy"
tt32446098,Laberinto de sombras,2024.0,110.0,"Horror,Thriller",3.9,34.0,,,,,,,
tt1800395,The Official 3D 2010 FIFA World Cup Film,2010.0,64.0,"Documentary,Sport",6.7,84.0,54813.0,0.3242,en,2010-11-16,6.5,7.0,Documentary
tt8668610,Teacher's Lounge,2019.0,,"Horror,Mystery,Thriller",7.4,22.0,,,,,,,
tt0387280,Heaven!,1993.0,45.0,Action,3.8,17.0,,,,,,,
tt13664684,Karthikeya 2,2022.0,150.0,"Action,Adventure,Fantasy",7.8,65160.0,894762.0,1.3721,te,2022-08-13,6.146,24.0,"Mystery,Adventure,Thriller,Action"
tt0032040,La tonta del bote,1939.0,99.0,"Comedy,Romance",8.6,8.0,,,,,,,
tt36955610,Triguni,2025.0,97.0,Horror,9.2,540.0,,,,,,,
tt0017580,The Yankee Señor,1926.0,54.0,"Drama,Western",5.8,17.0,713730.0,0.332,en,1926-01-10,0.0,0.0,"Drama,Western"
tt32339744,Timbre,2024.0,57.0,Drama,3.0,26.0,,,,,,,
tt38418790,Malama Makua,2025.0,48.0,"Documentary,Family,History",,,,,,,,,
tt3808102,Clowntergeist,2017.0,80.0,"Crime,Horror,Thriller",3.0,888.0,436775.0,0.3743,en,2017-09-12,3.7,49.0,Horror
tt38735120,Mala sangre,2025.0,70.0,Documentary,,,,,,,,,
tt1292561,Railways,2010.0,130.0,Drama,6.4,230.0,84094.0,0.7613,ja,2010-05-29,7.0,7.0,Drama
tt2379118,Towers of Terror,2013.0,84.0,"Comedy,Horror",2.9,36.0,425625.0,0.215,en,2013-10-18,2.0,2.0,
tt32013455,Brief Space of a Time,2023.0,89.0,Documentary,,,,,,,,,
tt40202642,Italy Bares: Rewind,2022.0,,Musical,,,,,,,,,
tt4245510,Sasurbari Zindabad,2000.0,155.0,"Drama,Family,Musical",5.8,114.0,616565.0,0.3451,bn,2000-04-14,0.0,0.0,Drama
tt4312236,Turtle Tale,2015.0,94.0,"Comedy,Family",6.1,73.0,689166.0,0.4279,en,2018-06-26,1.0,1.0,"Comedy,Family"
tt1753562,Camp Casserole,2011.0,,Documentary,8.0,15.0,,,,,,,
tt1629345,Mon père s'appelle Zoltán,2009.0,46.0,Documentary,,,,,,,,,
tt11125030,How Does It Feel to Be a Problem?,2021.0,,Documentary,7.7,22.0,1005084.0,0.0463,en,2021-05-15,0.0,0.0,Documentary
tt0096049,Scavengers,1988.0,89.0,Adventure,4.9,85.0,337705.0,0.5617,en,1987-01-08,0.0,0.0,Adventure
tt0425057,Gece 11:45,2005.0,98.0,Drama,4.3,530.0,411312.0,0.3154,tr,2005-05-13,5.0,1.0,Drama
tt9389778,Din Dehade Lai Jaange,2018.0,,Romance,4.3,11.0,705756.0,0.0518,pa,2018-11-30,0.0,0.0,
tt32331975,Torah Tropical,2024.0,100.0,Documentary,,,1320537.0,0.0143,es,2025-11-01,0.0,0.0,Documentary
tt26931025,The Toughest Beat,2020.0,53.0,"Crime,Documentary",,,1093516.0,0.0,en,2020-01-01,0.0,0.0,"Documentary,Crime"
tt0059817,Tokyo Olympiad,1965.0,170.0,"Documentary,Sport",7.8,2448.0,43618.0,1.3484,ja,1965-03-20,7.7,50.0,Documentary
tt12380422,The Subtle Art of Not Giving a F*ck,2023.0,97.0,Documentary,5.8,2128.0,1032696.0,0.5483,en,2023-01-04,6.2,36.0,Documentary
tt0292543,The Story of a Mother,1949.0,,Drama,,,489043.0,0.0071,en,1949-01-01,0.0,0.0,
tt2607472,My German Children,2012.0,82.0,"Biography,Documentary,Drama",,,537091.0,0.1237,he,2013-02-13,0.0,0.0,Documentary
tt9662688,Adaraye Namayen,2008.0,,"Drama,Romance",,,,,,,,,
tt6742252,The Guilty,2018.0,85.0,"Crime,Drama,Thriller",7.5,69027.0,486947.0,1.6513,da,2018-02-22,7.31,1824.0,"Thriller,Drama,Crime"
tt0008490,The Raggedy Queen,1917.0,50.0,Drama,,,606102.0,0.1624,en,1917-12-03,0.0,0.0,Drama
tt6939444,Dewa dewi,1952.0,,"Action,Fantasy",,,,,,,,,
tt0117275,Overkill,1996.0,88.0,"Action,Thriller",4.4,180.0,220338.0,0.72,en,1996-06-01,7.2,5.0,"Thriller,Action"
tt1528282,Care of Footpath,2009.0,110.0,"Drama,Family",7.8,94.0,721807.0,0.047,kn,2006-11-24,0.0,0.0,"Drama,Family"
tt18285792,Marcel!,2022.0,93.0,Drama,4.9,194.0,919260.0,0.4765,it,2022-06-01,4.7,23.0,Drama
tt2934278,Chotto Sangsar,2011.0,160.0,Action,5.7,9.0,,,,,,,
tt0487331,Ah Bir Zengin Olsam,1971.0,65.0,Drama,4.8,20.0,704978.0,0.1162,tr,1971-11-01,0.0,0.0,Drama
tt0036228,Ojos negros,1943.0,90.0,"Drama,Romance",6.4,7.0,670570.0,0.0143,es,1943-01-01,5.0,2.0,
tt1937189,I Am Jesus,2011.0,75.0,Documentary,6.5,29.0,99480.0,0.0608,en,2011-01-28,5.0,4.0,Documentary
tt32022910,Chernyy zamok,2024.0,115.0,"Adventure,History",5.0,79.0,1372348.0,0.7731,ru,2024-12-12,6.0,3.0,"History,Adventure"
tt17719204,Secret Garden of Survival,2022.0,,Documentary,,,,,,,,,
tt38598882,Loophole,2024.0,,Drama,,,,,,,,,
tt3394878,Emil & Ida i Lönneberga,2013.0,63.0,"Animation,Family",5.5,134.0,257913.0,0.4368,sv,2013-12-25,4.5,6.0,Family
tt0220121,Twee,1986.0,52.0,"Documentary,Drama,Fantasy",7.9,12.0,,,,,,,
tt39048415,Torneo Relámpago,2025.0,,Comedy,2.0,9.0,,,,,,,
tt7320478,Success Story,2017.0,110.0,"Comedy,Crime,Drama",4.8,318.0,481156.0,0.1665,el,2017-11-02,4.2,13.0,"Drama,Comedy"
tt0053019,Speed,1959.0,90.0,"Drama,War",6.1,515.0,270728.0,0.629,pl,1959-09-27,5.7,12.0,"Drama,War"
tt0155685,Trouble Among Widows,1964.0,95.0,"Comedy,Crime,Mystery",5.4,84.0,353803.0,0.5194,fr,1964-04-15,6.8,4.0,"Mystery,Comedy"
tt8384842,Runanubandha (The He Without Him),2018.0,110.0,Drama,8.5,28.0,586088.0,0.0957,bn,2018-11-10,0.0,0.0,Drama
tt0052054,Pastor Jarman kommer hjem,1958.0,91.0,"Drama,Mystery",5.8,46.0,209672.0,0.2671,no,1958-01-01,5.7,3.0,"Mystery,Drama"
tt0135497,A Father by Accident,1957.0,70.0,Comedy,4.9,23.0,331957.0,0.2128,el,1957-01-01,8.0,1.0,Comedy
tt0042187,Kêisatsû-kan to bôryôku-dan,1959.0,94.0,"Crime,Drama",6.2,25.0,308357.0,0.9551,ja,1950-06-01,0.0,0.0,"Crime,Drama"
tt23177868,Mummies,2023.0,88.0,"Adventure,Animation,Comedy",5.9,10313.0,816904.0,2.2935,es,2023-01-05,6.9,499.0,"Animation,Adventure,Fantasy,Family"
tt4915302,Tinahan nii Aling Epang,1961.0,,Comedy,,,,,,,,,
tt0052027,The Old Man and the Sea,1958.0,86.0,"Adventure,Drama",6.9,9284.0,11331.0,1.0707,en,1958-10-07,6.519,162.0,"Adventure,Drama"
tt27516178,Camera,2024.0,112.0,Drama,6.7,508.0,1113466.0,0.9049,en,2024-07-23,6.2,14.0,Drama
tt5658124,Patintero: Ang alamat ni Meng Patalo,2015.0,100.0,Drama,7.4,39.0,363771.0,0.1261,tl,2015-10-24,8.0,1.0,"Drama,Comedy"
tt3602842,The United Awakening Peace Strategy,2014.0,,Documentary,,,,,,,,,
tt14727986,The Private Guard,1992.0,90.0,"Adventure,Romance",,,1502127.0,0.649,zh,1992-01-01,0.0,0.0,
tt9310166,The Original Santa Claus Parade,2018.0,90.0,"Music,Musical,Reality-TV",,,,,,,,,
tt3057836,Documented,2013.0,89.0,"Biography,Documentary,Family",6.7,167.0,223249.0,0.1798,en,2013-06-21,5.8,4.0,Documentary
tt7782536,Yong heng de ai,1978.0,,Drama,,,1483539.0,0.6112,zh,1978-07-15,0.0,0.0,"Drama,Romance"
tt0450513,Tough Duel,1972.0,91.0,"Action,Adventure,Crime",5.5,11.0,478873.0,0.7625,zh,1972-09-30,0.0,0.0,"Action,Adventure"
tt10434986,Advance Wave Upon Wave,2019.0,120.0,"Action,Drama,War",4.9,17.0,609671.0,0.0071,en,2019-06-21,0.0,0.0,
tt13528806,Barcelona vs Real Valladolid,2019.0,,Action,,,,,,,,,
tt14914740,Groundchuck,2021.0,55.0,Horror,,,,,,,,,
tt37371023,Das Buch Der Blutigen Geschichten,1991.0,74.0,"Animation,Horror",,,,,,,,,
tt6237524,Jab Pyar Hua,1985.0,,Romance,,,,,,,,,
tt0151534,Right of Asylum,1988.0,665.0,Documentary,,,,,,,,,
tt3467544,"Meu Pescador, Meu Velho",2013.0,59.0,"Documentary,Drama",,,306540.0,0.0214,pt,2013-09-28,0.0,0.0,Documentary
tt0285440,Asylum Days,2001.0,100.0,Thriller,3.7,171.0,197341.0,0.5638,en,2001-11-10,6.8,2.0,"Action,Crime,Thriller"
tt0078294,Somebody Killed Her Husband,1978.0,97.0,"Comedy,Crime,Drama",4.9,656.0,120520.0,0.7276,en,1978-09-29,4.8,14.0,"Mystery,Comedy,Crime"
tt0034199,Sleepers West,1941.0,74.0,"Comedy,Crime,Drama",6.6,718.0,106239.0,0.5089,en,1941-03-14,6.3,15.0,"Crime,Mystery"
tt3253048,Haebangchon: Chapter 1,2015.0,99.0,"Crime,Drama",5.3,160.0,471909.0,0.1928,en,2015-04-10,1.0,1.0,"Drama,Crime"
tt0010968,At the Villa Rose,1920.0,,"Crime,Drama",4.4,20.0,86386.0,0.2067,en,1920-03-01,0.0,0.0,"Crime,Drama"
tt0220670,Princesses,2000.0,95.0,Drama,5.6,86.0,534362.0,0.7225,fr,2000-09-13,1.7,4.0,"Drama,Crime,Thriller"
tt1242859,Who's Afraid of Desiré Dubounet,2007.0,70.0,Drama,8.0,7.0,,,,,,,
tt1992104,Casa sueños,2011.0,,Documentary,,,,,,,,,
tt0037854,Kong Håkon VIIs regjeringsjubileum 1945,1945.0,94.0,"Documentary,History",7.0,8.0,344661.0,0.085,no,1945-11-25,8.0,2.0,
tt0139711,Viagem à Expo,1998.0,54.0,Documentary,7.2,23.0,183552.0,0.0338,pt,1999-02-01,6.5,4.0,Documentary
tt0289633,A Promise,1998.0,109.0,"Drama,Romance",6.1,146.0,294118.0,0.8934,ko,1998-11-14,6.6,5.0,"Romance,Crime"
tt0494692,Fatih Sultan Mehmet,1983.0,,History,6.8,29.0,,,,,,,
tt0370263,Alien vs. Predator,2004.0,101.0,"Action,Adventure,Horror",5.7,232016.0,395.0,3.8342,en,2004-08-12,5.945,4887.0,"Adventure,Science Fiction,Action,Horror"
tt0280839,Kizgin Toprak,1973.0,77.0,Drama,6.1,41.0,1111803.0,0.088,tr,1973-01-01,0.0,0.0,Drama
tt0015722,Daddy's Gone A-Hunting,1925.0,60.0,Drama,5.8,27.0,425471.0,0.3244,en,1925-03-08,5.0,4.0,Drama
tt39382701,Yang Bertahan,2026.0,49.0,Drama,,,,,,,,,
tt3146120,Evil Souls,2015.0,92.0,Horror,2.5,176.0,385327.0,0.1899,en,2015-10-01,2.5,11.0,Horror
tt14188708,Bhagyada Balegara,2009.0,154.0,Drama,,,282621.0,0.1546,kn,2009-09-11,0.0,0.0,Drama
tt12421866,Casa Botta,1984.0,,Documentary,,,,,,,,,
tt1407176,Chinha Achinha,1979.0,,Drama,7.0,10.0,,,,,,,
tt0053063,Meurtre en 45 tours,1960.0,98.0,"Mystery,Thriller",5.9,163.0,290021.0,0.5294,fr,1960-05-24,5.7,6.0,"Mystery,Thriller"
tt0059866,A Maiden for the Prince,1965.0,92.0,Comedy,6.6,99.0,56439.0,0.6506,it,1965-10-26,5.5,5.0,Comedy
tt1959455,Los irrecuperables,2006.0,47.0,Documentary,,,1476139.0,0.0,es,2006-11-04,0.0,0.0,Documentary
tt0912583,For the Bible Tells Me So,2007.0,95.0,"Documentary,Romance",7.8,4566.0,15651.0,0.1752,en,2007-10-05,6.9,56.0,Documentary
tt0142086,Ankokugai no kaoyaku: juichinin no gyangu,1963.0,91.0,"Action,Crime",6.3,26.0,454916.0,1.1702,ja,1963-01-15,0.0,0.0,"Action,Crime"
tt0178218,Abhinetri,1970.0,154.0,"Drama,Romance",6.7,93.0,301610.0,0.2128,en,1970-05-12,5.0,1.0,Romance
tt10449276,Get Away,2024.0,86.0,"Comedy,Horror",5.3,10695.0,1201753.0,1.6611,en,2024-12-06,5.225,160.0,"Horror,Comedy"
tt1588860,Circus Maximus,2010.0,80.0,Comedy,6.1,39.0,202158.0,0.4617,en,2011-09-13,0.0,0.0,
tt0410371,Neukdaewa goyangideul,1972.0,99.0,"Comedy,Romance",,,,,,,,,
tt0233406,La canción del plateado,1942.0,,"Adventure,Drama",6.6,11.0,670548.0,0.0,es,1942-01-01,5.0,2.0,
tt32639347,Yin xing shu zhi lian,1988.0,,Drama,,,,,,,,,
tt0823604,Doorie,1989.0,,Drama,,,,,,,,,
tt3754322,The Five,2013.0,123.0,"Action,Crime,Thriller",6.5,1060.0,236242.0,1.6342,ko,2013-11-14,6.4,44.0,"Thriller,Drama"
tt0177898,The Last Seduction II,1999.0,96.0,"Crime,Drama,Thriller",4.1,614.0,125337.0,0.6369,en,1999-06-08,3.667,15.0,"Thriller,Romance,Crime"
tt9110904,Three Floors,2021.0,119.0,Drama,6.4,3529.0,608980.0,0.8397,it,2021-09-23,6.3,319.0,Drama
tt24224248,From Shaw to Snakes: The Venom and Violence of Early Chinese Language Horror Cinema,2023.0,76.0,Documentary,,,1115039.0,0.3244,en,2023-04-11,0.0,0.0,Documentary
tt0068650,Hanzo the Razor: Sword of Justice,1972.0,94.0,Action,6.5,2103.0,17099.0,2.4073,ja,1972-12-30,6.16,53.0,"Action,Drama"
tt8156898,Beating Heart,2020.0,85.0,"Comedy,Crime,Drama",,,583751.0,0.0827,fr,2020-01-29,0.0,0.0,"Comedy,Crime"
tt1756595,The Giants,2011.0,84.0,"Adventure,Drama",6.6,1965.0,78563.0,0.4595,fr,2011-05-20,7.0,45.0,"Drama,Adventure"
tt9143304,Above Majestic,2018.0,133.0,Documentary,5.9,1596.0,557646.0,1.2665,en,2018-10-30,7.469,113.0,Documentary
tt6506146,The 3rd Eye,2017.0,107.0,"Drama,Fantasy,Horror",5.1,1824.0,480007.0,0.45,id,2017-11-30,5.7,94.0,"Horror,Thriller"
tt0079251,The Other One's Mug,1979.0,100.0,Comedy,6.0,381.0,4268.0,0.5699,fr,1979-12-12,5.6,36.0,"Comedy,Crime"
tt1937316,Sex Wars,2008.0,88.0,Sci-Fi,4.1,24.0,354094.0,0.328,en,2008-06-15,2.0,1.0,Science Fiction
tt10228976,Last American Horror Show: Volume II,2022.0,,Horror,4.7,59.0,780281.0,0.337,en,2022-03-04,5.0,2.0,Horror
